id,predicted_price
212,486522.80710508954
213,404994.8338620037
214,379242.43260783993
215,691971.6848128815
216,622435.5658582561
217,270452.78288680676
218,411734.0255620347
219,457047.44991635234
220,2307314.836062372
221,532455.7251919942
222,746753.4284371038
223,300892.47385503876
224,534555.9273646106
225,576272.6071252364
226,509697.8538478345
227,857370.0810876164
228,860872.8767286281
229,354220.085476361
230,363144.1130459326
231,263357.3955580653
232,720960.5990817789
233,194773.1036529234
234,353802.49510295206
235,297199.16975247965
236,196293.74626021885
237,281421.6240130093
238,3382249.2413971648
239,314088.7691314917
240,343812.2639270148
241,524914.4606747892
242,622692.8712080509
243,307195.28845284006
244,371886.40859859635
245,337058.1305144062
246,384912.0773318675
247,579968.8669207806
248,1002092.7775219987
249,636708.0878896078
250,789445.6293738195
251,592529.9868162908
252,402692.3695758385
253,514332.9764787305
254,520747.4130335017
255,350342.93726999423
256,341107.9201281671
257,334376.79565180367
258,880995.3101834358
259,269738.5519975883
260,4269910.138877182
261,371492.4964479005
262,861062.8273782545
263,848765.4315800043
264,614184.0086424468
265,647329.4815508205
266,914617.1273831154
267,250524.05227261872
268,404812.3322062065
269,572668.4226252926
270,405885.0059261448
271,560216.8730268035
272,332602.51268580556
273,582112.3917011265
274,432595.9918799927
275,1452759.995386457
276,205253.10719465153
277,322633.26313986356
278,537111.8955917344
279,458694.5784272187
280,244906.69023738545
281,737790.3893574148
282,304710.29545883747
283,489731.3435133665
284,369288.5772361005
285,636271.4781942051
286,336157.7232478869
287,498900.6319566498
288,406649.4535382165
289,308812.4389029479
290,494161.4642785858
291,417432.44587784464
292,178925.44824222734
293,231927.74918843774
294,772850.2970037903
295,670649.4721709345
296,467597.3002419812
297,235780.02490901426
298,432735.2983048545
299,694701.0305175802
300,602802.8404474785
301,532233.5653721613
302,383418.5450233197
303,615367.3761464125
304,359177.3721221989
305,684493.8297190752
306,447889.35487058887
307,386638.3298950097
308,245633.79541649102
309,377996.0190022835
310,250562.19096666315
311,701008.4043753988
312,846122.8114584386
313,1202589.008267813
314,913434.8330218407
315,261992.03912304572
316,1034070.5359902271
317,256777.41360935153
318,935321.727219786
319,370960.83076236973
320,317888.73307041
321,532658.0301640253
322,339005.92273905326
323,231561.8825965025
324,506152.36537572887
325,351015.3746385745
326,709425.2976268734
327,446573.41023694567
328,288479.7695068584
329,192254.7786236376
330,668983.8305249698
331,271081.2707036721
332,302433.87095576635
333,269037.30626374995
334,477609.7138202514
335,379257.8690608499
336,641438.101941636
337,300418.173954355
338,1023121.022617599
339,222146.33047112118
340,1489783.1606630478
341,608236.4524412603
342,558256.9497239395
343,556687.6671773933
344,760990.2011259878
345,862862.4173023173
346,492602.4906678653
347,346791.8534517938
348,527711.2573722018
349,846984.7791370181
350,194757.34803104654
351,501406.82564918726
352,372002.38237681676
353,1134320.9056538881
354,237113.25361585288
355,744101.4868021018
356,578472.0846886492
357,847398.4454049276
358,584589.7530118356
359,831614.125884016
360,384217.09511772345
361,1100109.8366767692
362,251352.18057927553
363,658480.2083260651
364,722058.0872466466
365,254850.01255980905
366,672620.2355841701
367,269075.192235191
368,963385.1619973322
369,316684.4510374164
370,498348.631570538
371,471217.26117528504
372,543361.2667260567
373,494245.5491806347
374,492030.5758205662
375,323995.08821026795
376,246516.03790131744
377,746091.2569459886
378,235562.99214364678
379,476899.78403793054
380,448201.7037420327
381,531907.7142242884
382,742524.5414494777
383,373343.6089211874
384,416211.05001594103
385,283057.9943263933
386,353954.02580409904
387,571144.4983950054
388,538093.0961724482
389,493555.5288120317
390,540977.8911700894
391,363154.3757072998
392,558991.625923037
393,482403.6040169266
394,555095.7595594758
395,314888.89410560083
396,281753.4891559623
397,1277635.3916470367
398,738522.2403106778
399,367370.6458138342
400,300139.6494486634
401,447342.0393809087
402,703057.5956326156
403,289824.3985358808
404,497071.58567378955
405,432182.98728633625
406,551927.0778269389
407,536014.1450020474
408,320564.0426319116
409,357542.9977984535
410,473144.0138348254
411,403620.3299138236
412,533388.430832126
413,539880.8180374893
414,235049.53099569643
415,338325.52619310486
416,583552.1516148287
417,501315.86318430986
418,697740.4213678343
419,438907.69763668836
420,388438.9364167349
421,459024.923529986
422,245304.4736826215
423,917287.8195523437
424,430454.2105736706
425,549202.809569388
426,375121.01091134205
427,638115.5268835003
428,548385.4535350013
429,240912.96396540396
430,641600.4039093842
431,624175.2080437222
432,868129.8532605973
433,348289.9165855841
434,620975.0649012583
435,454565.63559929305
436,558867.9555325112
437,593274.125697423
438,510786.39381850185
439,233128.05111333245
440,763756.2786782624
441,326867.0870347585
442,598238.6397763146
443,215365.32516929597
444,293735.4690033329
445,315673.2472547053
446,404312.18305364077
447,2431994.168234274
448,387197.13067081926
449,889462.5860270276
450,550125.8396742728
451,190352.86562376338
452,604462.0862687923
453,447677.65612280596
454,357150.1683973769
455,789789.8602443039
456,326044.54198849574
457,809392.6184915073
458,343026.29303603875
459,293379.4247803419
460,405832.61585831025
461,592897.0426923494
462,1290354.6244767222
463,471363.1384218325
464,1342574.9600204253
465,539424.81023984
466,456072.72095599305
467,564636.8496790321
468,787453.426412707
469,437175.23741542327
470,666439.0508761777
471,465815.29177048046
472,372456.8091395986
473,978459.5869336886
474,460307.74230565975
475,479623.44865194306
476,313617.3024683643
477,389969.2438238389
478,366278.33773994725
479,323425.76669466967
480,200455.43622685873
481,232691.6456144146
482,342899.2645546835
483,339585.3080509982
484,372436.8588173684
485,499788.5623546979
486,636229.0404986213
487,242532.45998875875
488,784926.4748157578
489,330381.73581644817
490,634397.4015910472
491,602776.8402509099
492,614007.410416992
493,665431.5294038588
494,2627415.5771719553
495,331210.99372139154
496,747844.2265889832
497,322909.7048565409
498,500969.11317986535
499,341028.0029024953
500,338731.41194821487
501,430290.35275451344
502,428660.3271291599
503,648070.6168192355
504,306220.01061915164
505,621881.5841464276
506,717756.5602695568
507,865254.3755238701
508,399365.61926809064
509,548474.199103447
510,912112.6292831542
511,657882.8572539254
512,935494.6640879322
513,773181.8943628931
514,321252.9320827881
515,838246.5647313284
516,456524.31272693933
517,212933.5311599246
518,294364.756904481
519,294360.08799289295
520,291054.5102889127
521,637326.2597601955
522,519088.6984515025
523,311232.3644521217
524,559181.6620652418
525,258807.92700700386
526,526229.9931902072
527,296010.13381490344
528,845647.1027918056
529,466594.67967394204
530,803779.8854833189
531,414532.23695004627
532,1082595.253278992
533,441043.04799635016
534,193365.4450658261
535,293119.6181889417
536,316287.4827227847
537,892757.36479881
538,561864.5847659914
539,839742.8737373507
540,566280.5646060811
541,330210.5124034965
542,875195.8431379803
543,236783.68079979633
544,1559378.407565127
545,506045.6227882011
546,344347.04619681684
547,1541969.9565116453
548,647482.7729868155
549,269817.70631356
550,664831.892339247
551,366938.47054707765
552,662042.8496951173
553,1642341.5995619125
554,278550.08605366707
555,396341.52605807054
556,265988.5772949639
557,336948.037677877
558,217137.59451923156
559,752381.9360673864
560,417260.193659776
561,246727.85865667244
562,558889.190150282
563,531772.7327480018
564,170977.42456226452
565,777556.5737965886
566,237421.03492210206
567,587430.7464413089
568,230923.6543241824
569,664165.9219712518
570,567384.7720531361
571,376294.4591455009
572,765937.8062465444
573,262232.33373621095
574,299443.33425528166
575,274713.0651374838
576,322162.5416966998
577,406864.31525885203
578,368896.9536376018
579,653807.2777591503
580,411543.4871261544
581,638779.8657169144
582,853559.8258088166
583,343536.63892086025
584,274328.9729795434
585,351373.9534933258
586,245482.4006198119
587,357319.93115858536
588,283603.93067515217
589,314602.9330004293
590,384394.49369151646
591,763561.5425849608
592,309984.3342855474
593,243864.41342922498
594,476008.2507650416
595,420918.1576776051
596,1095202.4152482376
597,1190867.8771496355
598,876584.926986367
599,342684.89435899386
600,512833.57746723044
601,361093.29591601546
602,856444.9365548248
603,152048.19257455494
604,355267.87202886434
605,255301.21168437635
606,390401.68457222753
607,289236.8300737573
608,293313.7476472015
609,573414.7518398875
610,673795.0105355532
611,200870.09058713034
612,461073.88932656025
613,361192.1490827714
614,397431.97034664964
615,245424.89603695256
616,280648.3485285714
617,339266.16838420485
618,457694.92706568964
619,590108.8339463116
620,857437.7573760842
621,557474.8647885743
622,2181627.0090852357
623,694652.0915475375
624,932098.0292775687
625,746252.9826972584
626,321944.11817034014
627,623167.6034087773
628,1058174.3968025246
629,657548.1110545547
630,310509.3935004799
631,265008.33269774984
632,363612.3703666919
633,807184.9914067482
634,423760.8372756514
635,433691.3240212905
636,432900.313047008
637,544783.2973985807
638,242034.36445606075
639,570931.010720565
640,517087.7796549009
641,863302.0095542893
642,766940.3596605149
643,502129.1566065709
644,355417.2358775036
645,676287.9160864527
646,333427.8697839243
647,774239.6525780435
648,352173.1461796215
649,225836.91498909015
650,797767.9730809281
651,416118.3515294294
652,467867.07607760286
653,307991.33647027554
654,1734742.481527879
655,492995.68416055123
656,640719.7273996505
657,734802.1717191976
658,623082.2354885841
659,496695.63649272005
660,241769.0553789395
661,256886.90747085251
662,280794.7983112209
663,1222411.9424431657
664,453525.20428590564
665,462393.11205944204
666,712687.0517445925
667,338647.16121180734
668,436090.37617200473
669,419624.43997629225
670,1252288.8665875716
671,601543.3086056369
672,835548.3505660478
673,830790.2520055039
674,454851.2380940032
675,800343.0111918108
676,622946.957258302
677,487533.39414020674
678,346724.52798446745
679,625346.4036519937
680,516802.062895175
681,465846.31998312095
682,608260.8056099626
683,160506.36750270647
684,635064.7743938868
685,520979.10099589004
686,329588.0339408724
687,622165.5743933317
688,627138.6307658963
689,312349.707644756
690,260509.28137846157
691,194013.75112693134
692,395248.77614229533
693,641317.5285766362
694,630055.8997035334
695,318610.9864585185
696,264040.11066717596
697,475948.6311254344
698,248776.48620778834
699,882963.380365504
700,342643.05579342844
701,291514.9823829743
702,270445.02447251
703,398712.04918166733
704,625167.9010508059
705,395248.77614229533
706,995566.3076701032
707,1028494.5383634325
708,930588.4008025449
709,256877.612933328
710,529202.6670483841
711,492236.8918588445
712,234032.2360148194
713,346046.1459319596
714,474287.2226264476
715,226844.02536133857
716,534171.6375274535
717,364175.2854019075
718,361960.8340324456
719,496999.6766818545
720,277446.7340143238
721,601984.9569022711
722,532467.2673365681
723,506746.3276830676
724,760464.9628291392
725,299710.53484194743
726,631685.7863363557
727,607741.7052165947
728,336574.09983396047
729,547926.9642404678
730,212858.5516967519
731,440941.93357591575
732,738890.0694245314
733,1005864.1571842897
734,431182.2467855769
735,226479.33832716144
736,270441.6727768715
737,926084.7964828982
738,904142.3135716307
739,280039.1804671069
740,303716.96056432085
741,363048.30542439746
742,358618.8589067139
743,1563123.884301357
744,163162.65941815733
745,211180.6248780775
746,199269.97720179168
747,522622.6767157431
748,367856.5047582256
749,629089.9401786197
750,1088089.2619607642
751,441857.60890748433
752,304254.4253279607
753,732496.9287173515
754,326679.1403741393
755,776233.3314446361
756,619795.0718645338
757,477744.40447598195
758,518049.73018348444
759,501825.8870186285
760,207208.83452448438
761,477437.07533314615
762,546149.0453791914
763,404772.5412625192
764,351823.74144810514
765,784007.2012584785
766,565399.9544378485
767,656657.28674491
768,800902.5320953067
769,737748.9016695321
770,215992.17812857038
771,389166.88896855654
772,406702.77562424185
773,658617.9795512169
774,499944.8490374482
775,223931.36451127272
776,315587.39508701046
777,511597.66945615254
778,294538.96309642034
779,526815.4100402334
780,456740.8209207905
781,514290.2196931651
782,514475.0682766411
783,277056.5200967542
784,340814.03853252745
785,200245.75206080594
786,169090.15871045092
787,502741.37930542283
788,259749.12853655004
789,403169.8876921108
790,500872.3275307964
791,347897.13117319334
792,295405.7352395878
793,437919.8946384975
794,520154.2408551921
795,499491.5404779644
796,315337.4789773321
797,1513665.874388583
798,493898.83500039176
799,392680.72103583615
800,517051.646146033
801,799334.9507397007
802,451131.9203514159
803,182384.29831647157
804,482401.8382667037
805,321919.9360883605
806,299252.90010338224
807,964344.4222395258
808,305249.83467061695
809,542223.2772413213
810,604329.6033670374
811,514116.2440651157
812,631769.2032757602
813,485422.22308678535
814,757213.4951030682
815,902370.0230095522
816,322522.401055567
817,1333356.5776317848
818,431601.53826793446
819,522377.9694787193
820,417065.48414054373
821,291621.58020735753
822,577260.310335876
823,502466.0931912799
824,288374.19093908364
825,807145.4776395445
826,678381.0182411701
827,241707.55404827063
828,242558.06245495024
829,328523.35305845615
830,419313.25097092637
831,800503.045039474
832,604698.9852382982
833,334192.98567532323
834,519557.4406755233
835,456098.99337285716
836,216510.1946434466
837,439762.5923940318
838,222049.86611391572
839,391551.5357349676
840,507502.0513109615
841,330183.0414316211
842,232920.97128025471
843,470389.4902032523
844,613881.6442994677
845,527857.0758554727
846,783700.7998606317
847,469061.9309992576
848,329342.76442430087
849,540414.9710042356
850,384631.45084816654
851,801873.799797166
852,900144.1356035279
853,454877.84378569096
854,436694.0004360441
855,282173.05158391077
856,778367.065045343
857,515177.0492138655
858,364441.42377582134
859,1292188.7629108452
860,378766.08944374707
861,258121.8073097821
862,799291.6212004876
863,805909.2541445036
864,412898.8173361458
865,479629.20811971294
866,378159.74700837204
867,215280.21299488063
868,655133.7430334531
869,489434.4027861635
870,277620.95348409377
871,421678.2344885664
872,339126.61371981923
873,363910.4691898163
874,176226.2568122697
875,280643.2435112197
876,310678.2124655007
877,303904.97785545513
878,244920.42653923793
879,361621.6823209505
880,1008485.0396090646
881,599471.7456030714
882,426640.2001887225
883,595504.0098659793
884,348862.8317687919
885,161004.85832872213
886,434072.7179673608
887,314518.365668471
888,592136.9615052767
889,204208.6142025031
890,478981.14048314356
891,901170.4354485321
892,790055.2118170063
893,629247.1233126906
894,483071.0905392609
895,263411.11111470347
896,759306.6406453094
897,698223.6772928355
898,787740.9675256473
899,363345.1529190621
900,509755.7967258183
901,896023.8431604404
902,484238.30150458944
903,194117.63469624694
904,1131018.1717663275
905,188277.61554505973
906,838019.9827555838
907,342535.3337705169
908,589538.2770921648
909,568758.0498455303
910,473317.80108995334
911,545197.4781950157
912,537020.4350699924
913,768841.6342520912
914,867694.2789131096
915,511891.83555595967
916,558678.8876128502
917,489062.0201022957
918,445308.0056378565
919,227596.11752078644
920,465821.9155135871
921,419630.6225930569
922,454881.40145202127
923,504883.52971902746
924,281248.97982974065
925,245318.63419305623
926,276857.5531497966
927,492225.3406339517
928,602107.6193023575
929,298831.07872610044
930,526125.7339513632
931,495526.9659271267
932,673289.175661703
933,904769.9722264634
934,669859.4205281126
935,452910.7689747176
936,1108668.4703705679
937,505414.1305750109
938,711695.8910341726
939,300405.1160814348
940,1262334.3404981594
941,306371.3978770473
942,240456.00837639617
943,421592.8098809466
944,215378.92984488892
945,414529.8182179082
946,732132.2692390569
947,747042.7552175733
948,899724.5404333358
949,253808.17907885692
950,229148.73917070034
951,356805.01896087703
952,2082942.3372833736
953,500341.1784357884
954,426710.9404422039
955,902636.7127795193
956,549439.1774870349
957,659309.524759828
958,845674.8330231141
959,840153.629402
960,524238.3134810481
961,269052.93943153974
962,430797.0376727608
963,770030.5549910815
964,587201.1830810354
965,281643.86262724386
966,316039.8777101199
967,285532.3915142898
968,460107.23103998206
969,738673.4896487879
970,505066.8876117087
971,768251.1772607291
972,273221.92698111216
973,302981.7861704664
974,332298.3071338326
975,213051.0307386002
976,362783.93090781017
977,252930.74879852778
978,254106.81925149832
979,956475.8479744734
980,786230.1717018334
981,302084.6493737598
982,271636.4846187261
983,435419.9280511748
984,184508.42922025884
985,552008.2692971845
986,273438.6359288335
987,962506.9676985432
988,544925.8556823576
989,345022.3190136968
990,318278.5889025927
991,547805.4625041938
992,259463.4170104459
993,838066.5194883492
994,452109.48940646026
995,632267.772395645
996,412955.5715422961
997,337367.43995190534
998,317161.028628654
999,242136.74279234643
1000,623855.3748352175
1001,364712.7990876843
1002,448606.20392490504
1003,251221.07629884811
1004,241438.08970714433
1005,196173.4014604814
1006,522269.935113579
1007,363347.04487318045
1008,332541.1738414453
1009,1071173.7301000787
1010,561920.218357276
1011,364233.6638732589
1012,350523.67785623536
1013,408750.67920092645
1014,462356.2116168831
1015,1713618.6779718304
1016,424629.6134247448
1017,568952.6777173392
1018,399573.7544166625
1019,299128.16603538085
1020,4496336.99267511
1021,376313.02959467773
1022,358277.19246677717
1023,357079.21794734796
1024,1216836.5375226983
1025,199853.88373657476
1026,1409351.449679692
1027,558582.8708584756
1028,443585.1907926913
1029,840879.0287279648
1030,346696.0861003942
1031,686200.2571643608
1032,303510.46350400866
1033,222318.10597203407
1034,495880.67900900065
1035,359234.889393159
1036,224904.61192938322
1037,567589.1286780519
1038,287351.46723335766
1039,270670.1131747054
1040,422372.64218546276
1041,447175.78617729375
1042,458080.73696997575
1043,507688.80959445843
1044,527217.2494939166
1045,813589.2944376132
1046,423648.8792004888
1047,189490.41829679214
1048,335928.74393109384
1049,1013485.606439965
1050,320819.45327627996
1051,662595.0038165387
1052,229000.74155651013
1053,512565.5730325255
1054,2836714.3319039987
1055,733356.4507718869
1056,345747.7044153155
1057,376999.4437680352
1058,401807.232930138
1059,455558.6011549548
1060,749725.2689898323
1061,608929.5982186904
1062,249160.35420937248
1063,2019078.9818126364
1064,595125.352403715
1065,451056.0577451355
1066,422461.09136976
1067,229489.8300085224
1068,450417.5865341181
1069,408534.3278327098
1070,1166463.9951699805
1071,379407.90206474916
1072,784859.5653653162
1073,234855.80841471307
1074,437565.3032358444
1075,293700.4405911424
1076,321666.02567726624
1077,242055.95432646788
1078,855384.3119245619
1079,332520.7098697553
1080,730097.2520918809
1081,267277.96604692633
1082,391625.3114499323
1083,351783.9475634646
1084,278108.39019299194
1085,632057.3342933917
1086,572831.204400585
1087,781470.6358860247
1088,556758.8047751687
1089,735571.8295650795
1090,299442.78587747214
1091,1417803.0390134542
1092,257816.99795602285
1093,190878.43848004288
1094,274288.1009350038
1095,619761.377316803
1096,458762.0218290782
1097,1189538.617033311
1098,370705.44209254126
1099,490025.4426937688
1100,293360.86685059307
1101,462888.606243073
1102,507354.1675729552
1103,857168.1791703335
1104,450290.06168983196
1105,261227.05051670692
1106,662142.1486123921
1107,291903.6757695712
1108,283653.9162267505
1109,510343.5339813473
1110,357269.4861929039
1111,517487.88580424234
1112,278892.8979853878
1113,750593.5220762201
1114,141683.73882739313
1115,339590.13855899597
1116,1333060.7413709322
1117,1170606.6070687529
1118,273053.0573019451
1119,446280.74809441634
1120,762206.2713713027
1121,537072.441099043
1122,219886.44690872647
1123,497463.91529934236
1124,459722.9143122259
1125,189909.12304088398
1126,557606.2424676532
1127,512652.65716432006
1128,622572.7313102466
1129,367492.69502389303
1130,699611.8758262799
1131,877383.5678849221
1132,476822.41104478086
1133,667796.7317342283
1134,673415.5919820027
1135,288114.0420663294
1136,788805.2358674108
1137,345487.83240640664
1138,203672.4046460336
1139,212545.60944245863
1140,307937.1895573461
1141,525485.3300527096
1142,222033.40050656002
1143,656318.7558485371
1144,424482.88555047935
1145,248892.3886450507
1146,819745.1280637097
1147,473110.5574152251
1148,2064438.240406878
1149,1154588.176434188
1150,603726.187821765
1151,533913.9498258128
1152,526403.542846566
1153,334092.1741124487
1154,295307.66249624727
1155,1631892.1161753417
1156,298930.46598591865
1157,408365.42054064
1158,471567.9992502224
1159,623743.8928816426
1160,245529.42242158335
1161,877927.4352081113
1162,536920.9412880465
1163,350515.505749974
1164,226326.22325447277
1165,466689.74935283774
1166,434936.48142118775
1167,421869.769301587
1168,208459.04329172184
1169,948509.863647732
1170,642435.6556609889
1171,546198.4212836401
1172,263004.2707052816
1173,469713.7183780934
1174,659367.8036972824
1175,571714.129746014
1176,397518.5822598525
1177,373199.73335030465
1178,675917.6388531977
1179,227689.52534324577
1180,442192.4690009257
1181,1138867.1548324686
1182,329892.3483690338
1183,499507.0420037314
1184,1616483.655783882
1185,502307.8748826694
1186,577242.1747602132
1187,2956316.527877628
1188,491341.8351629935
1189,522635.8145353311
1190,537842.2116315813
1191,356496.0767364235
1192,955800.6140102344
1193,892870.6822734115
1194,547726.4971338384
1195,471717.69902634807
1196,336853.8683846888
1197,256450.86181578125
1198,536831.9767574528
1199,250398.7132493644
1200,1022867.9026540658
1201,485946.2907881946
1202,602737.4328543609
1203,1201134.758307006
1204,734519.0013818352
1205,328200.34689962387
1206,235528.69679742036
1207,774211.6353492889
1208,820089.7918260613
1209,468000.4040336152
1210,971007.2367637929
1211,229401.97909024148
1212,453213.9189718042
1213,570774.009485976
1214,556044.5450916863
1215,532915.2395553672
1216,498511.6938827104
1217,812499.7601532644
1218,372284.4175770437
1219,688661.1850752119
1220,251100.2378399728
1221,404790.68305702286
1222,474163.5321807362
1223,222858.13977782187
1224,307183.06424503896
1225,311910.84988352604
1226,414574.93035138247
1227,389630.5748781143
1228,388058.24964491226
1229,220021.41045513388
1230,529094.1528081972
1231,506761.49809681455
1232,906064.2824970626
1233,369473.48231205606
1234,315369.88969086343
1235,234914.05384692372
1236,563473.7490081328
1237,715401.2075982018
1238,294652.8922533672
1239,677421.2642501856
1240,588530.4311997415
1241,343739.90673501923
1242,284998.5478033913
1243,409374.39591640653
1244,721734.0020255054
1245,1518337.3866283076
1246,502656.35607507866
1247,371635.849372695
1248,444652.0716809701
1249,411582.3702618492
1250,530567.7720018242
1251,677405.7231117478
1252,502616.2395091028
1253,409451.1519189607
1254,398356.428954347
1255,454070.8771213182
1256,374860.8589868914
1257,383213.5433936325
1258,513842.9858282613
1259,341254.44448303233
1260,474892.1196534101
1261,524333.7635630448
1262,692600.204151061
1263,434477.42434464616
1264,208512.91998498852
1265,368799.20541544724
1266,400027.63667124393
1267,240242.06490272746
1268,557995.1288020157
1269,163358.6270466634
1270,367211.12912961334
1271,366305.2268156382
1272,655035.3171736991
1273,566106.3151139085
1274,361104.931296149
1275,798642.0460234025
1276,381664.2897231777
1277,723411.0905561995
1278,770764.698804653
1279,508773.39718997665
1280,419776.57336119306
1281,398540.467273573
1282,1187455.5076047033
1283,946610.8544582498
1284,181514.9556084506
1285,288003.3401227767
1286,420052.3354369231
1287,230726.1634897077
1288,982754.8233495157
1289,787283.2023636283
1290,823233.7746474802
1291,201386.0130134603
1292,635619.5066137221
1293,761324.8925450853
1294,211864.51821752082
1295,512781.6348907246
1296,323736.8264880679
1297,582665.3922075646
1298,229259.29655699557
1299,324340.1859293136
1300,275703.8479098067
1301,647960.7318543569
1302,381650.9338965998
1303,223608.14650344808
1304,647064.6724715679
1305,640068.5542698251
1306,629106.1409249832
1307,520835.02968588186
1308,232106.75785010846
1309,635618.0555007257
1310,184500.52629937785
1311,200414.37348766418
1312,624958.4794919236
1313,549444.1627328239
1314,239982.56838854548
1315,361349.66228562576
1316,291241.79068677645
1317,619542.5137682802
1318,294992.1423531682
1319,307289.4570664902
1320,380445.54370640346
1321,407908.79148865014
1322,295381.6708337896
1323,260912.58403003268
1324,311701.5691161286
1325,694033.2625914841
1326,231858.62718372204
1327,2321672.5757321394
1328,1762210.3048580724
1329,482429.1053892055
1330,599384.4495702811
1331,475402.4404990627
1332,510242.15546214685
1333,560412.1637641652
1334,609784.895215758
1335,314358.434892799
1336,781797.5937304207
1337,435305.8367900299
1338,241193.6556685343
1339,991555.0133265678
1340,499115.1990123113
1341,238540.463879691
1342,259762.7672022207
1343,424108.27625927696
1344,512109.63094668434
1345,441761.28205630917
1346,706557.8704605534
1347,620302.3208079978
1348,488351.80972030165
1349,1260304.8229482581
1350,453902.03140313394
1351,315847.73425449146
1352,384104.6398393177
1353,541782.141487791
1354,390860.22512926575
1355,325055.5443188751
1356,640381.52938178
1357,1653651.818235401
1358,648267.7829159368
1359,1030673.0480277513
1360,290928.15818668605
1361,217389.78268491695
1362,274268.72351495875
1363,282721.9721864305
1364,271132.54435280734
